duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
1:15:30,100,1.2382351505756377,2.0138478827476503,-801.0,1000.0,-801.0
1:36:21,200,0.9010455948114395,1.7180402517318725,-79.3,280.3,-79.3
1:49:53,300,0.6267777645587921,1.5899821496009827,1.0,157.9,1.0
2:04:05,400,0.504158685207367,1.5233105432987213,-12.2,174.5,-12.2
2:18:09,500,0.4500098815560341,1.483528628349304,-5.4,157.5,-5.4
2:32:41,600,0.4250385001301765,1.4618101930618286,-20.4,169.0,-20.4
2:49:05,700,0.4053821232914925,1.4497574162483216,-21.9,184.3,-21.9
3:04:51,800,0.3995547938346863,1.4422959733009337,-13.5,174.7,-13.5
3:18:03,900,0.3887574002146721,1.4370164132118226,-0.4,154.1,-0.4
3:30:51,1000,0.3873447871208191,1.4329562854766846,0.8,159.2,0.8
3:42:58,1100,0.37715946018695834,1.4299687731266022,0.5,136.5,0.5
3:56:16,1200,0.37062459856271746,1.427247132062912,-13.6,167.6,-13.6
4:09:58,1300,0.37221587806940076,1.4242717707157135,-6.0,151.1,-6.0
4:24:46,1400,0.3615660002827644,1.4223400306701661,-3.1,172.7,-3.1
4:37:50,1500,0.36940491884946824,1.4196756148338319,-2.6,164.6,-2.6
4:50:48,1600,0.3620055890083313,1.416851999759674,-1.8,154.8,-1.8
5:03:17,1700,0.35943535685539246,1.413879189491272,-0.2,152.9,-0.2
5:16:53,1800,0.361441388130188,1.4104122614860535,-1.0,161.6,-1.0
5:29:20,1900,0.3543617695569992,1.406327623128891,-0.9,153.2,-0.9
5:42:07,2000,0.3550903335213661,1.402219933271408,0.8,150.5,0.8
5:54:42,2100,0.3514153438806534,1.3971697032451629,0.3,150.3,0.3
6:07:45,2200,0.3541813004016876,1.3919405078887939,0.6,150.4,0.6
6:19:21,2300,0.3437536111474037,1.386458078622818,1.0,131.6,1.0
6:30:59,2400,0.3500031799077988,1.381047900915146,0.8,131.4,0.8
6:42:25,2500,0.35312283217906953,1.3751867389678956,0.7,123.5,0.7
6:54:39,2600,0.34707527339458466,1.3693448209762573,1.0,131.4,1.0
7:06:32,2700,0.35644082695245743,1.3623261773586273,1.0,115.3,1.0
7:18:55,2800,0.3508254435658455,1.3558100771903991,1.0,131.2,1.0
7:31:54,2900,0.3456220555305481,1.3478046214580537,0.6,133.2,0.6
7:44:31,3000,0.3494946762919426,1.341035588979721,1.0,132.2,1.0
