duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:01:08,100,0.3906005424261093,nan,1.0,109.1,1.0
0:02:19,200,0.39893664449453353,nan,1.0,115.0,1.0
0:03:35,300,0.3471070069074631,nan,1.0,112.8,1.0
0:06:48,400,0.4078850558400154,nan,801.0,1000.0,801.0
0:09:55,500,0.8567474460601807,nan,801.0,1000.0,801.0
0:13:07,600,0.8554840397834778,nan,801.0,1000.0,801.0
0:16:16,700,0.8570604068040848,nan,801.0,1000.0,801.0
0:19:20,800,0.8576844972372055,nan,801.0,1000.0,801.0
0:22:28,900,0.8605278873443604,nan,801.0,1000.0,801.0
0:25:30,1000,0.8529682523012161,nan,801.0,1000.0,801.0
0:27:46,1100,0.8553354287147522,2.0021986818313597,801.0,1000.0,801.0
0:30:01,1200,0.8549260711669922,1.977640793323517,801.0,1000.0,801.0
0:32:15,1300,0.8573679065704346,1.9794552052021026,801.0,1000.0,801.0
0:34:30,1400,0.8556327933073044,1.978367681503296,801.0,1000.0,801.0
0:36:51,1500,0.8548253440856933,1.978129850625992,801.0,1000.0,801.0
0:39:08,1600,0.8555713135004044,1.9790177965164184,801.0,1000.0,801.0
0:41:24,1700,0.8539145833253861,1.9779183292388915,801.0,1000.0,801.0
0:43:40,1800,0.8541750717163086,1.9775754666328431,801.0,1000.0,801.0
0:45:57,1900,0.8583149468898773,1.9840095281600951,801.0,1000.0,801.0
0:48:13,2000,0.8562935984134674,1.9830714750289917,801.0,1000.0,801.0
0:50:27,2100,0.8553706032037734,1.9827588403224945,801.0,1000.0,801.0
0:52:46,2200,0.8563847613334655,1.9779446387290955,801.0,1000.0,801.0
0:55:04,2300,0.8556390661001205,1.976892192363739,801.0,1000.0,801.0
0:57:18,2400,0.856535415649414,1.9758715689182282,801.0,1000.0,801.0
0:59:33,2500,0.8583432739973068,1.977151676416397,801.0,1000.0,801.0
1:01:48,2600,0.8565185558795929,1.9750490283966065,801.0,1000.0,801.0
1:04:02,2700,0.8560774832963943,1.9744534754753114,801.0,1000.0,801.0
1:06:16,2800,0.8562443476915359,1.974603066444397,801.0,1000.0,801.0
1:08:34,2900,0.8552192270755767,1.9731431770324708,801.0,1000.0,801.0
1:10:54,3000,0.855926183462143,1.9740122091770171,801.0,1000.0,801.0
